Assigned SE,Company / Account,Activity Type,Date,Need SE Assigned?
SE1,Company170,New Business Meeting,1/17/2023,Yes
SE1,Company99,Deal Progression Call,1/13/2023,
SE1,Company99,Deal Progression Call,1/13/2023,
SE1,Company99,Deal Progression Call,1/13/2023,
SE1,Company265,New Business Meeting,1/17/2023,
SE1,Company261,New Business Meeting,2/2/2023,No
SE1,Company261,New Business Meeting,2/2/2023,No
SE1,Company66,Deal Progression Call,1/18/2023,
SE1,Company259,Discovery,2/7/2023,Yes
SE1,Company221,New Business Meeting,2/1/2023,
SE1,Company4,Onboarding,1/30/2023,
SE1,Company92,Deal Progression Call,1/30/2023,
SE1,Company4,Deal Progression Call,1/30/2023,No
SE1,Company4,Deal Progression Call,1/30/2023,No
SE1,Company4,New Business Meeting,1/30/2023,
SE1,Company4,New Business Meeting,1/30/2023,
SE1,Company1,New Business Meeting,1/31/2023,
SE1,Company221,New Business Meeting,2/1/2023,
SE1,Company1,New Business Meeting,1/31/2023,
SE1,Company1,New Business Meeting,1/31/2023,
SE1,Company99,Deal Progression Call,2/3/2023,
SE1,Company161,Discovery,1/30/2023,No
SE1,Company123,New Business Meeting,2/2/2023,No
SE1,Company123,New Business Meeting,2/2/2023,No
SE1,Company265,Discovery,2/14/2023,
SE1,Company265,Discovery,2/14/2023,
SE1,Company70,Discovery,2/8/2023,
SE1,Company70,Discovery,2/8/2023,
SE1,Company58,New Business Meeting,2/6/2023,
SE1,Company58,New Business Meeting,2/6/2023,
SE1,Company259,Discovery,2/7/2023,Yes
SE1,Company99,New Business Meeting,2/7/2023,No
SE1,Company99,New Business Meeting,2/7/2023,No
SE1,Company99,New Business Meeting,2/7/2023,No
SE1,Company99,Deal Progression Call,2/3/2023,
SE1,Company4,Discovery,2/8/2023,
SE1,Company70,Discovery,2/8/2023,
SE1,Company187,New Business Meeting,2/7/2023,Yes
SE1,Company187,New Business Meeting,2/7/2023,Yes
SE1,Company234,New Business Meeting,2/9/2023,Yes
SE1,Company234,New Business Meeting,2/9/2023,Yes
SE1,Company152,New Business Meeting,2/7/2023,
SE1,Company152,New Business Meeting,2/7/2023,
SE1,Company152,New Business Meeting,2/7/2023,
SE1,Company66,Deal Progression Call,2/8/2023,
SE1,Company58,New Business Meeting,2/6/2023,
SE1,Company117,Discovery,2/15/2023,Yes
SE1,Company117,Discovery,2/15/2023,Yes
SE1,Company261,New Business Meeting,2/22/2023,No
SE1,Company261,New Business Meeting,2/22/2023,No
SE1,Company261,New Business Meeting,2/23/2023,No
SE1,Company162,Discovery,2/16/2023,Yes
SE1,Company4,Discovery,2/8/2023,
SE1,Company263,Deal Progression Call,2/15/2023,
SE1,Company263,Deal Progression Call,2/15/2023,
SE1,Company117,Discovery,2/15/2023,Yes
SE1,Company170,New Business Meeting,2/23/2023,
SE1,Company170,New Business Meeting,2/23/2023,
SE1,Company170,New Business Meeting,2/23/2023,
SE1,Company170,New Business Meeting,2/23/2023,
SE1,Company4,New Business Meeting,2/16/2023,
SE1,Company4,New Business Meeting,2/16/2023,
SE1,Company70,New Business Meeting,3/14/2023,
SE1,Company52,Deal Progression Call,2/14/2023,
SE1,Company52,Deal Progression Call,2/14/2023,
SE1,Company52,Deal Progression Call,2/14/2023,
SE1,Company265,Deal Progression Call,2/15/2023,
SE1,Company265,Deal Progression Call,2/15/2023,
SE1,Company265,Deal Progression Call,2/15/2023,
SE1,Company99,New Business Meeting,2/17/2023,
SE1,Company99,New Business Meeting,2/17/2023,
SE1,Company265,Deal Progression Call,2/17/2023,
SE1,Company265,Deal Progression Call,2/17/2023,
SE1,Company265,Deal Progression Call,2/17/2023,
SE1,Company259,Other,2/20/2023,
SE1,Company221,Discovery,2/22/2023,
SE1,Company261,New Business Meeting,2/23/2023,No
SE1,Company99,New Business Meeting,2/23/2023,
SE1,Company170,Deal Progression Call,2/27/2023,
SE1,Company221,Deal Progression Call,2/27/2023,
SE1,Company40,Discovery,3/7/2023,Yes
SE1,Company40,Discovery,3/7/2023,Yes
SE1,Company221,Deal Progression Call,3/27/2023,
SE1,Company206,Discovery,3/6/2023,
SE1,Company206,Discovery,3/6/2023,
SE1,Company120,Deal Progression Call,2/27/2023,
SE1,Company198,Discovery,2/27/2023,
SE1,Company265,New Business Meeting,3/16/2023,
SE1,Company265,New Business Meeting,3/16/2023,
SE1,Company265,New Business Meeting,3/16/2023,
SE1,Company99,Discovery,3/20/2023,
SE1,Company99,Discovery,3/20/2023,
SE1,Company187,Discovery,3/1/2023,
SE1,Company265,Deal Progression Call,3/3/2023,
SE1,Company265,Deal Progression Call,3/3/2023,
SE1,Company266,Discovery,3/2/2023,
SE1,Company266,Discovery,3/2/2023,
SE1,Company266,Discovery,3/2/2023,
SE1,Company265,New Business Meeting,2/27/2023,
SE1,Company266,Discovery,3/2/2023,
SE1,Company265,New Business Meeting,2/27/2023,
SE1,Company99,New Business Meeting,2/23/2023,
SE1,Company120,Deal Progression Call,2/27/2023,
SE1,Company206,Deal Progression Call,3/6/2023,
SE1,Company206,Deal Progression Call,3/6/2023,
SE1,Company40,Discovery,3/7/2023,Yes
SE1,Company40,Discovery,3/7/2023,Yes
SE1,Company1,Discovery,3/15/2023,
SE1,Company4,Deal Progression Call,3/8/2023,
SE1,Company4,Deal Progression Call,3/7/2023,
SE1,Company206,Discovery,3/6/2023,
SE1,Company206,Discovery,3/17/2023,
SE1,Company206,Discovery,3/17/2023,
SE1,Company206,New Business Meeting,3/15/2023,
SE1,Company206,New Business Meeting,3/15/2023,
SE1,Company11,Discovery,3/15/2023,Yes
SE1,Company4,New Business Meeting,3/23/2023,No
SE1,Company70,New Business Meeting,3/14/2023,
SE1,Company11,New Business Meeting,3/27/2023,
SE1,Company4,Deal Progression Call,3/20/2023,
SE1,Company4,Deal Progression Call,3/20/2023,
SE1,Company99,New Business Meeting,3/17/2023,
SE1,Company265,Discovery,3/28/2023,
SE1,Company265,Discovery,3/28/2023,
SE1,Company4,New Business Meeting,3/23/2023,No
SE1,Company99,New Business Meeting,3/17/2023,
SE1,Company99,Discovery,3/20/2023,
SE1,Company206,Discovery,3/22/2023,
SE1,Company206,Deal Progression Call,3/20/2023,
SE1,Company99,Deal Progression Call,3/22/2023,
SE1,Company99,Deal Progression Call,3/22/2023,
SE1,Company99,Deal Progression Call,3/22/2023,
SE1,Company1,Discovery,3/15/2023,
SE1,Company4,Deal Progression Call,3/14/2023,
SE1,Company206,Discovery,3/17/2023,
SE1,Company206,Deal Progression Call,3/17/2023,
SE1,Company187,Discovery,3/22/2023,
SE1,Company187,Discovery,3/22/2023,
SE1,Company259,Discovery,3/23/2023,
SE1,Company259,Discovery,3/23/2023,
SE1,Company136,New Business Meeting,3/30/2023,Yes
SE1,Company44,New Business Meeting,4/3/2023,No
SE1,Company44,New Business Meeting,4/3/2023,No
SE1,Company236,Discovery,3/24/2023,
SE1,Company187,New Business Meeting,3/23/2023,
SE1,Company187,New Business Meeting,3/23/2023,
SE1,Company4,New Business Meeting,3/30/2023,
SE1,Company4,New Business Meeting,3/30/2023,
SE1,Company136,New Business Meeting,3/30/2023,No
SE1,Company1,Discovery,3/31/2023,
SE1,Company236,Discovery,3/24/2023,
SE1,Company140,Discovery,4/6/2023,Yes
SE1,Company72,Deal Progression Call,4/13/2023,No
SE1,Company99,Discovery,3/27/2023,
SE1,Company1,Discovery,3/31/2023,
SE1,Company187,New Business Meeting,3/29/2023,
SE1,Company187,New Business Meeting,3/29/2023,
SE1,Company206,New Business Meeting,3/31/2023,No
SE1,Company206,New Business Meeting,3/31/2023,No
SE1,Company5,New Business Meeting,4/11/2023,No
SE1,Company265,Discovery,3/28/2023,
SE1,Company136,New Business Meeting,3/30/2023,Yes
SE1,Company44,New Business Meeting,4/3/2023,No
SE1,Company140,Discovery,4/6/2023,Yes
SE1,Company206,New Business Meeting,4/14/2023,No
SE1,Company206,New Business Meeting,4/14/2023,No
SE1,Company152,Other,4/5/2023,
SE1,Company152,Other,4/5/2023,
SE1,Company140,New Business Meeting,4/11/2023,
SE1,Company140,New Business Meeting,4/11/2023,
SE1,Company140,Discovery,4/6/2023,
SE1,Company5,New Business Meeting,4/11/2023,No
SE1,Company72,Deal Progression Call,4/13/2023,No
SE1,Company206,Deal Progression Call,4/11/2023,
SE1,Company206,Deal Progression Call,4/11/2023,
SE1,Company206,Deal Progression Call,4/18/2023,
SE1,Company206,Deal Progression Call,4/18/2023,
SE1,Company99,Discovery,4/11/2023,
SE1,Company99,Discovery,4/11/2023,
SE1,Company66,Deal Progression Call,4/12/2023,
SE1,Company66,Deal Progression Call,4/12/2023,
SE1,Company66,Deal Progression Call,4/12/2023,
SE1,Company66,Deal Progression Call,4/12/2023,
SE1,Company261,New Business Meeting,4/13/2023,No
SE1,Company261,New Business Meeting,4/13/2023,No
SE1,Company140,Discovery,4/6/2023,
SE1,Company206,Deal Progression Call,5/3/2023,
SE1,Company206,Deal Progression Call,5/3/2023,
SE1,Company140,Discovery,4/18/2023,
SE1,Company140,Discovery,4/18/2023,
SE1,Company140,Deal Progression Call,4/24/2023,
SE1,Company266,Discovery,4/18/2023,
SE1,Company81,Deal Progression Call,4/19/2023,
SE1,Company81,Deal Progression Call,4/19/2023,
SE1,Company81,Deal Progression Call,4/19/2023,
SE1,Company266,Discovery,4/18/2023,
SE1,Company99,New Business Meeting,4/25/2023,
SE1,Company99,New Business Meeting,4/25/2023,
SE1,Company1,Deal Progression Call,4/26/2023,
SE1,Company1,Deal Progression Call,4/26/2023,
SE1,Company66,Discovery,5/3/2023,
SE1,Company66,Discovery,5/3/2023,
SE1,Company267,Discovery,5/2/2023,Yes
SE1,Company259,New Business Meeting,4/26/2023,
SE1,Company259,New Business Meeting,4/26/2023,
SE1,Company99,New Business Meeting,4/26/2023,
SE1,Company137,New Business Meeting,4/26/2023,
SE1,Company265,New Business Meeting,4/27/2023,
SE1,Company140,Other,4/25/2023,
SE1,Company140,Other,4/25/2023,
SE1,Company140,Other,4/25/2023,
SE1,Company265,New Business Meeting,4/27/2023,
SE1,Company137,New Business Meeting,4/26/2023,
SE1,Company99,New Business Meeting,4/26/2023,
SE1,Company58,Other,5/16/2023,
SE1,Company58,Other,5/16/2023,
SE1,Company58,Other,5/16/2023,
SE1,Company164,Discovery,5/10/2023,Yes
SE1,Company164,Discovery,5/10/2023,Yes
SE1,Company140,New Business Meeting,5/16/2023,
SE1,Company140,New Business Meeting,5/16/2023,
SE1,Company228,New Business Meeting,5/9/2023,
SE1,Company228,New Business Meeting,5/9/2023,
SE1,Company137,New Business Meeting,5/10/2023,
SE1,Company137,New Business Meeting,5/10/2023,
SE1,Company4,Deal Progression Call,5/17/2023,
SE1,Company4,Deal Progression Call,5/17/2023,
SE1,Company36,Discovery,6/14/2023,
SE1,Company36,Discovery,6/14/2023,
SE1,Company36,Discovery,6/14/2023,
SE1,Company199,Discovery,5/16/2023,
SE1,Company199,Discovery,5/16/2023,
SE1,Company140,Discovery,5/9/2023,
SE1,Company140,Discovery,5/9/2023,
SE1,Company99,Discovery,5/8/2023,
SE1,Company99,Discovery,5/8/2023,
SE1,Company137,New Business Meeting,5/10/2023,
SE1,Company164,Discovery,5/10/2023,Yes
SE1,Company99,Discovery,5/8/2023,
SE1,Company99,Discovery,5/8/2023,
SE1,Company206,Deal Progression Call,5/12/2023,
SE1,Company206,Deal Progression Call,5/12/2023,
SE1,Company206,Deal Progression Call,5/12/2023,
SE1,Company206,Deal Progression Call,5/26/2023,
SE1,Company206,Deal Progression Call,5/26/2023,
SE1,Company58,Discovery,6/13/2023,
SE1,Company58,Discovery,6/13/2023,
SE1,Company164,Deal Progression Call,5/12/2023,
SE1,Company164,Deal Progression Call,5/12/2023,
SE1,Company140,Discovery,5/11/2023,
SE1,Company140,Discovery,5/11/2023,
SE1,Company164,Deal Progression Call,5/16/2023,
SE1,Company164,Deal Progression Call,5/16/2023,
SE1,Company36,Discovery,6/12/2023,
SE1,Company36,Discovery,6/12/2023,
SE1,Company1,New Business Meeting,6/14/2023,
SE1,Company1,New Business Meeting,6/14/2023,
SE1,Company259,Deal Progression Call,5/15/2023,
SE1,Company140,Discovery,5/15/2023,
SE1,Company259,Discovery,5/15/2023,
SE1,Company259,Discovery,5/15/2023,
SE1,Company259,Discovery,5/15/2023,
SE1,Company140,Deal Progression Call,5/9/2023,
SE1,Company140,Deal Progression Call,5/9/2023,
SE1,Company140,Deal Progression Call,5/26/2023,
SE1,Company140,Deal Progression Call,5/26/2023,
SE1,Company206,Deal Progression Call,6/13/2023,
SE1,Company264,New Business Meeting,6/29/2023,Yes
SE1,Company99,New Business Meeting,6/22/2023,
SE1,Company99,New Business Meeting,6/22/2023,
SE1,Company140,Deal Progression Call,6/19/2023,
SE1,Company140,Deal Progression Call,6/19/2023,
SE1,Company259,New Business Meeting,6/19/2023,Yes
SE1,Company259,New Business Meeting,6/19/2023,Yes
SE1,Company259,New Business Meeting,6/19/2023,Yes
SE1,Company75,Other,6/22/2023,Yes
SE1,Company9,New Business Meeting,6/20/2023,Yes
SE1,Company58,New Business Meeting,6/19/2023,
SE1,Company58,New Business Meeting,6/19/2023,
SE1,Company140,Deal Progression Call,6/20/2023,
SE1,Company140,Deal Progression Call,6/20/2023,
SE1,Company99,New Business Meeting,6/22/2023,
SE1,Company245,Discovery,6/12/2023,Yes
SE1,Company245,Discovery,6/12/2023,Yes
SE1,Company99,Discovery,6/21/2023,Yes
SE1,Company224,Deal Progression Call,6/21/2023,Yes
SE1,Company99,Discovery,6/27/2023,
SE1,Company99,Discovery,6/27/2023,
SE1,Company75,Other,6/22/2023,Yes
SE1,Company99,Discovery,6/21/2023,Yes
SE1,Company187,Discovery,6/20/2023,
SE1,Company187,Discovery,6/20/2023,
SE1,Company261,Deal Progression Call,6/20/2023,No
SE1,Company261,Deal Progression Call,6/20/2023,No
SE1,Company140,Discovery,6/20/2023,
SE1,Company215,Deal Progression Call,6/21/2023,
SE1,Company215,Deal Progression Call,6/21/2023,
SE1,Company215,Deal Progression Call,6/21/2023,
SE1,Company196,Deal Progression Call,6/19/2023,
SE1,Company196,Deal Progression Call,6/19/2023,
SE1,Company133,Deal Progression Call,6/20/2023,
SE1,Company133,Deal Progression Call,6/20/2023,
SE1,Company224,Deal Progression Call,6/21/2023,
SE1,Company224,Deal Progression Call,6/21/2023,
SE1,Company224,Deal Progression Call,6/21/2023,
SE1,Company206,Deal Progression Call,6/29/2023,
SE1,Company206,Deal Progression Call,6/29/2023,
SE1,Company99,Discovery,6/27/2023,
SE1,Company140,Deal Progression Call,6/27/2023,
SE1,Company140,Deal Progression Call,6/27/2023,
SE1,Company75,Deal Progression Call,6/27/2023,
SE1,Company75,Deal Progression Call,6/27/2023,
SE1,Company206,Deal Progression Call,6/27/2023,
SE1,Company206,Deal Progression Call,6/27/2023,
SE1,Company206,Deal Progression Call,6/28/2023,
SE1,Company206,Deal Progression Call,6/28/2023,
SE1,Company91,Discovery,6/30/2023,Yes
SE1,Company152,New Business Meeting,5/2/2023,
SE1,Company91,Discovery,6/30/2023,Yes
SE8,Company251,New Business Meeting,1/6/2023,Yes
SE8,Company13,New Business Meeting,1/4/2023,Yes
SE8,Company223,New Business Meeting,1/5/2023,Yes
SE8,Company35,Discovery,1/11/2023,
SE8,Company235,Deal Progression Call,1/5/2023,
SE8,Company35,Discovery,1/11/2023,
SE8,Company159,New Business Meeting,1/10/2023,
SE8,Company83,Discovery,1/30/2023,Yes
SE8,Company200,Deal Progression Call,1/13/2023,No
SE8,Company200,Deal Progression Call,1/13/2023,No
SE8,Company200,Deal Progression Call,1/13/2023,No
SE8,Company20,New Business Meeting,1/10/2023,
SE8,Company20,New Business Meeting,1/10/2023,
SE8,Company235,Deal Progression Call,1/11/2023,
SE8,Company111,Deal Progression Call,1/12/2023,
SE8,Company111,Deal Progression Call,1/12/2023,
SE8,Company111,Deal Progression Call,1/12/2023,
SE8,Company235,New Business Meeting,1/12/2023,
SE8,Company235,New Business Meeting,1/12/2023,
SE8,Company175,Discovery,1/12/2023,
SE8,Company175,New Business Meeting,2/1/2023,Yes
SE8,Company175,New Business Meeting,2/1/2023,Yes
SE8,Company1,Deal Progression Call,1/2/2023,
SE8,Company1,Deal Progression Call,1/2/2023,
SE8,Company1,Deal Progression Call,1/13/2023,
SE8,Company1,Deal Progression Call,1/13/2023,
SE8,Company1,Deal Progression Call,1/5/2023,
SE8,Company1,Deal Progression Call,1/5/2023,
SE8,Company1,Deal Progression Call,1/5/2023,
SE8,Company1,Deal Progression Call,1/5/2023,
SE8,Company1,Discovery,1/9/2023,
SE8,Company1,Discovery,1/9/2023,
SE8,Company1,Deal Progression Call,1/30/2023,
SE8,Company1,Deal Progression Call,1/30/2023,
SE8,Company1,Deal Progression Call,1/30/2023,
SE8,Company1,Deal Progression Call,1/10/2023,
SE8,Company1,Deal Progression Call,1/10/2023,
SE8,Company1,Deal Progression Call,1/10/2023,
SE8,Company1,Deal Progression Call,1/10/2023,
SE8,Company1,New Business Meeting,1/23/2023,
SE8,Company1,New Business Meeting,1/23/2023,
SE8,Company1,Deal Progression Call,1/10/2023,
SE8,Company1,Deal Progression Call,1/10/2023,
SE8,Company1,Discovery,1/11/2023,
SE8,Company1,Discovery,1/11/2023,
SE8,Company1,Deal Progression Call,1/12/2023,
SE8,Company1,Deal Progression Call,1/12/2023,
SE8,Company1,Deal Progression Call,1/13/2023,
SE8,Company1,Deal Progression Call,1/13/2023,
SE8,Company1,Deal Progression Call,1/23/2023,
SE8,Company1,Deal Progression Call,1/23/2023,
SE8,Company1,Deal Progression Call,1/24/2023,
SE8,Company1,Deal Progression Call,1/24/2023,
SE8,Company1,Deal Progression Call,1/24/2023,
SE8,Company1,Deal Progression Call,1/30/2023,
SE8,Company1,Deal Progression Call,1/30/2023,
SE8,Company111,Deal Progression Call,1/30/2023,
SE8,Company111,Deal Progression Call,1/30/2023,
SE8,Company111,Deal Progression Call,1/30/2023,
SE8,Company235,Deal Progression Call,2/2/2023,
SE8,Company235,Deal Progression Call,2/2/2023,
SE8,Company134,Deal Progression Call,2/1/2023,No
SE8,Company200,Deal Progression Call,2/13/2023,No
SE8,Company200,Deal Progression Call,2/13/2023,No
SE8,Company200,Deal Progression Call,2/13/2023,No
SE8,Company184,Discovery,3/16/2023,Yes
SE8,Company243,Discovery,3/9/2023,Yes
SE8,Company233,Discovery,2/16/2023,
SE8,Company134,Deal Progression Call,2/13/2023,No
SE8,Company134,Deal Progression Call,2/14/2023,No
SE8,Company134,Other,2/17/2023,No
SE8,Company134,Other,2/17/2023,No
SE8,Company20,Deal Progression Call,2/13/2023,
SE8,Company111,Deal Progression Call,2/16/2023,
SE8,Company20,Discovery,2/14/2023,
SE8,Company111,New Business Meeting,2/14/2023,
SE8,Company111,Deal Progression Call,2/16/2023,
SE8,Company111,Deal Progression Call,2/16/2023,
SE8,Company111,Deal Progression Call,2/16/2023,
SE8,Company1,Deal Progression Call,1/30/2023,
SE8,Company1,Deal Progression Call,2/2/2023,
SE8,Company1,New Business Meeting,1/30/2023,
SE8,Company1,Deal Progression Call,2/1/2023,
SE8,Company1,Deal Progression Call,2/15/2023,
SE8,Company1,Deal Progression Call,2/13/2023,
SE8,Company1,Deal Progression Call,2/15/2023,
SE8,Company1,Deal Progression Call,2/13/2023,
SE8,Company1,Deal Progression Call,2/14/2023,
SE8,Company1,Deal Progression Call,2/14/2023,
SE8,Company1,Discovery,2/16/2023,
SE8,Company1,Deal Progression Call,2/16/2023,
SE8,Company235,Deal Progression Call,2/17/2023,
SE8,Company243,Discovery,3/9/2023,Yes
SE8,Company159,Deal Progression Call,2/23/2023,
SE8,Company111,Deal Progression Call,2/20/2023,
SE8,Company216,Deal Progression Call,2/21/2023,
SE8,Company216,Deal Progression Call,2/21/2023,
SE8,Company134,Deal Progression Call,2/20/2023,No
SE8,Company200,Deal Progression Call,2/21/2023,No
SE8,Company200,Deal Progression Call,2/23/2023,No
SE8,Company134,Deal Progression Call,2/22/2023,No
SE8,Company134,Deal Progression Call,2/24/2023,No
SE8,Company243,Discovery,3/7/2023,
SE8,Company243,Discovery,3/7/2023,
SE8,Company252,Discovery,3/8/2023,
SE8,Company252,Discovery,3/8/2023,
SE8,Company252,New Business Meeting,3/15/2023,
SE8,Company252,New Business Meeting,3/15/2023,
SE8,Company140,Discovery,3/3/2023,Yes
SE8,Company64,Deal Progression Call,3/3/2023,
SE8,Company200,Deal Progression Call,3/10/2023,No
SE8,Company233,Discovery,3/6/2023,
SE8,Company233,New Business Meeting,3/7/2023,
SE8,Company233,New Business Meeting,3/7/2023,
SE8,Company243,New Business Meeting,4/11/2023,
SE8,Company243,New Business Meeting,4/11/2023,
SE8,Company134,Deal Progression Call,3/8/2023,No
SE8,Company111,Deal Progression Call,3/14/2023,No
SE8,Company111,Deal Progression Call,3/14/2023,No
SE8,Company20,New Business Meeting,3/16/2023,
SE8,Company20,New Business Meeting,3/16/2023,
SE8,Company20,New Business Meeting,1/30/2023,
SE8,Company20,New Business Meeting,1/30/2023,
SE8,Company235,Deal Progression Call,1/24/2023,
SE8,Company235,Deal Progression Call,1/24/2023,
SE8,Company111,Deal Progression Call,2/14/2023,
SE8,Company111,Deal Progression Call,2/14/2023,
SE8,Company111,Deal Progression Call,2/14/2023,
SE8,Company111,Discovery,2/23/2023,
SE8,Company29,Discovery,4/12/2023,Yes
SE8,Company1,Deal Progression Call,2/13/2023,
SE8,Company1,Deal Progression Call,3/2/2023,
SE8,Company1,Deal Progression Call,2/15/2023,
SE8,Company1,Deal Progression Call,2/15/2023,
SE8,Company1,New Business Meeting,2/17/2023,
SE8,Company1,New Business Meeting,3/10/2023,
SE8,Company1,New Business Meeting,2/22/2023,
SE8,Company1,Deal Progression Call,3/9/2023,
SE8,Company1,Deal Progression Call,3/16/2023,
SE8,Company1,Deal Progression Call,2/23/2023,
SE8,Company1,Deal Progression Call,3/6/2023,
SE8,Company1,New Business Meeting,2/23/2023,
SE8,Company1,New Business Meeting,4/5/2023,
SE8,Company1,Deal Progression Call,3/2/2023,
SE8,Company1,Deal Progression Call,3/9/2023,
SE8,Company1,Deal Progression Call,3/3/2023,
SE8,Company1,Discovery,3/10/2023,
SE8,Company1,New Business Meeting,4/4/2023,
SE8,Company32,Discovery,5/30/2023,Yes
SE8,Company32,Discovery,5/30/2023,Yes
SE8,Company168,New Business Meeting,5/24/2023,Yes
SE8,Company168,New Business Meeting,5/24/2023,Yes
SE8,Company171,Discovery,5/24/2023,Yes
SE8,Company171,Discovery,5/24/2023,Yes
SE8,Company188,Discovery,5/15/2023,No
SE10,Company128,Discovery,1/16/2023,
SE10,Company128,Discovery,1/16/2023,
SE10,Company135,Deal Progression Call,1/17/2023,
SE10,Company182,Deal Progression Call,1/9/2023,
SE10,Company49,Deal Progression Call,1/11/2023,
SE10,Company133,Deal Progression Call,1/13/2023,
SE10,Company133,Deal Progression Call,1/13/2023,
SE10,Company128,Discovery,1/16/2023,
SE10,Company128,Discovery,1/16/2023,
SE10,Company133,New Business Meeting,2/1/2023,
SE10,Company132,Deal Progression Call,1/20/2023,Yes
SE10,Company132,Deal Progression Call,1/20/2023,Yes
SE10,Company133,Deal Progression Call,1/18/2023,
SE10,Company154,New Business Meeting,1/17/2023,Yes
