Assigned SE,Company / Account,Activity Type,Date,Need SE Assigned?
SE10,Company84,Deal Progression Call,1/30/2023,
SE10,Company256,Deal Progression Call,1/30/2023,
SE10,Company49,Deal Progression Call,1/30/2023,
SE10,Company84,New Business Meeting,2/2/2023,
SE10,Company84,New Business Meeting,2/2/2023,
SE10,Company63,Discovery,2/8/2023,Yes
SE10,Company63,Discovery,2/8/2023,Yes
SE10,Company128,Deal Progression Call,2/6/2023,
SE10,Company128,Deal Progression Call,2/6/2023,
SE10,Company145,New Business Meeting,2/8/2023,Yes
SE10,Company145,New Business Meeting,2/8/2023,Yes
SE10,Company145,New Business Meeting,2/8/2023,Yes
SE10,Company250,New Business Meeting,2/9/2023,No
SE10,Company132,New Business Meeting,2/9/2023,
SE10,Company132,New Business Meeting,2/9/2023,
SE10,Company250,New Business Meeting,2/9/2023,No
SE10,Company132,Deal Progression Call,2/8/2023,
SE10,Company133,Deal Progression Call,2/6/2023,
SE10,Company133,Deal Progression Call,2/8/2023,
SE10,Company71,Deal Progression Call,2/9/2023,
SE10,Company27,Deal Progression Call,2/9/2023,
SE10,Company74,Deal Progression Call,2/2/2023,
SE10,Company49,Deal Progression Call,2/3/2023,
SE10,Company64,Discovery,2/17/2023,
SE10,Company64,Discovery,3/3/2023,
SE10,Company133,Deal Progression Call,2/14/2023,
SE10,Company133,Deal Progression Call,2/14/2023,
SE10,Company133,Deal Progression Call,2/13/2023,
SE10,Company256,New Business Meeting,2/14/2023,
SE10,Company26,Discovery,2/28/2023,
SE10,Company26,Discovery,2/28/2023,
SE10,Company49,Deal Progression Call,2/16/2023,
SE10,Company64,Discovery,2/22/2023,
SE10,Company64,Discovery,2/21/2023,
SE10,Company133,Discovery,2/28/2023,
SE10,Company133,Discovery,2/28/2023,
SE10,Company133,Discovery,2/28/2023,
SE10,Company75,Discovery,2/27/2023,
SE10,Company133,Discovery,3/6/2023,
SE10,Company133,Discovery,3/6/2023,
SE10,Company133,Discovery,3/6/2023,
SE10,Company133,Discovery,3/6/2023,
SE10,Company75,Discovery,2/27/2023,
SE10,Company63,Discovery,2/28/2023,
SE10,Company133,Deal Progression Call,2/27/2023,
SE10,Company133,Deal Progression Call,3/2/2023,
SE10,Company49,Deal Progression Call,3/1/2023,
SE10,Company49,Deal Progression Call,3/2/2023,
SE10,Company133,Deal Progression Call,3/6/2023,
SE10,Company133,Deal Progression Call,3/8/2023,
SE10,Company126,Discovery,3/10/2023,
SE10,Company133,Deal Progression Call,3/9/2023,
SE10,Company49,Deal Progression Call,3/9/2023,
SE10,Company49,Deal Progression Call,3/9/2023,
SE10,Company133,Discovery,3/15/2023,
SE10,Company133,Discovery,3/15/2023,
SE10,Company3,Discovery,3/15/2023,
SE10,Company49,Deal Progression Call,3/14/2023,
SE10,Company3,Deal Progression Call,3/8/2023,
SE10,Company133,Deal Progression Call,3/15/2023,
SE10,Company3,Deal Progression Call,3/8/2023,
SE10,Company213,Deal Progression Call,3/20/2023,
SE10,Company133,Deal Progression Call,3/20/2023,
SE10,Company213,Deal Progression Call,3/20/2023,
SE10,Company213,Deal Progression Call,3/20/2023,
SE10,Company213,Deal Progression Call,3/24/2023,
SE10,Company3,New Business Meeting,3/28/2023,
SE10,Company3,New Business Meeting,3/28/2023,
SE10,Company182,Deal Progression Call,3/20/2023,
SE10,Company27,Deal Progression Call,3/23/2023,
SE10,Company49,Deal Progression Call,3/23/2023,
SE10,Company213,Deal Progression Call,3/24/2023,
SE10,Company3,Deal Progression Call,3/27/2023,
SE10,Company176,New Business Meeting,3/31/2023,
SE10,Company49,Deal Progression Call,3/29/2023,
SE10,Company49,Deal Progression Call,3/30/2023,
SE10,Company247,Discovery,4/12/2023,Yes
SE10,Company26,New Business Meeting,4/3/2023,
SE3,Company16,Discovery,2/15/2023,Yes
SE3,Company16,Discovery,2/15/2023,Yes
SE3,Company177,New Business Meeting,1/31/2023,No
SE3,Company269,Discovery,1/17/2023,No
SE3,Company121,New Business Meeting,1/17/2023,Yes
SE3,Company121,New Business Meeting,1/17/2023,Yes
SE3,Company121,New Business Meeting,1/17/2023,Yes
SE3,Company214,New Business Meeting,1/20/2023,Yes
SE3,Company214,New Business Meeting,1/20/2023,Yes
SE3,Company214,New Business Meeting,1/20/2023,Yes
SE3,Company214,Discovery,2/6/2023,Yes
SE3,Company121,New Business Meeting,1/23/2023,Yes
SE3,Company121,New Business Meeting,1/23/2023,Yes
SE3,Company30,Discovery,2/2/2023,Yes
SE3,Company214,Discovery,2/6/2023,Yes
SE3,Company114,New Business Meeting,2/9/2023,No
SE3,Company33,Deal Progression Call,2/1/2023,
SE3,Company217,New Business Meeting,2/8/2023,Yes
SE3,Company45,Discovery,3/8/2023,Yes
SE3,Company214,Discovery,2/10/2023,Yes
SE3,Company214,Discovery,2/10/2023,Yes
SE3,Company214,Discovery,2/10/2023,Yes
SE3,Company114,New Business Meeting,2/9/2023,No
SE3,Company138,New Business Meeting,2/10/2023,
SE3,Company257,New Business Meeting,2/16/2023,Yes
SE3,Company183,New Business Meeting,2/17/2023,Yes
SE3,Company257,New Business Meeting,2/16/2023,No
SE3,Company257,New Business Meeting,2/16/2023,No
SE3,Company124,New Business Meeting,2/21/2023,Yes
SE3,Company139,New Business Meeting,2/23/2023,Yes
SE3,Company55,New Business Meeting,2/22/2023,No
SE3,Company257,Discovery,3/2/2023,
SE3,Company257,Discovery,3/2/2023,
SE3,Company82,New Business Meeting,2/22/2023,No
SE3,Company197,New Business Meeting,5/16/2023,No
SE3,Company197,Discovery,3/13/2023,No
SE3,Company33,Deal Progression Call,2/22/2023,
SE3,Company257,New Business Meeting,2/24/2023,No
SE3,Company257,New Business Meeting,2/24/2023,No
SE3,Company153,Discovery,2/27/2023,
SE3,Company153,Discovery,2/27/2023,
SE3,Company46,Discovery,2/27/2023,
SE3,Company46,Discovery,2/27/2023,
SE3,Company2,Discovery,3/1/2023,
SE3,Company153,Discovery,3/2/2023,
SE3,Company223,Deal Progression Call,3/10/2023,No
SE3,Company223,Deal Progression Call,3/10/2023,No
SE3,Company79,New Business Meeting,3/9/2023,
SE3,Company73,New Business Meeting,3/16/2023,Yes
SE3,Company1,Deal Progression Call,2/27/2023,
SE3,Company1,Deal Progression Call,2/27/2023,
SE3,Company160,New Business Meeting,3/1/2023,
SE3,Company67,Deal Progression Call,3/6/2023,
SE3,Company153,New Business Meeting,3/9/2023,
SE3,Company1,Deal Progression Call,2/27/2023,
SE3,Company203,Deal Progression Call,2/28/2023,
SE3,Company33,Deal Progression Call,3/6/2023,
SE3,Company67,Deal Progression Call,3/9/2023,
SE3,Company67,Deal Progression Call,2/28/2023,
SE3,Company106,New Business Meeting,3/14/2023,No
SE3,Company106,New Business Meeting,3/14/2023,No
SE3,Company160,Deal Progression Call,3/2/2023,
SE3,Company67,Deal Progression Call,3/7/2023,
SE3,Company46,Other,3/10/2023,
SE3,Company153,Deal Progression Call,3/6/2023,
SE3,Company33,Deal Progression Call,3/7/2023,
SE3,Company80,Deal Progression Call,3/14/2023,
SE3,Company33,Deal Progression Call,3/14/2023,
SE3,Company57,New Business Meeting,3/15/2023,
SE3,Company190,New Business Meeting,3/15/2023,
SE3,Company129,New Business Meeting,3/30/2023,Yes
SE3,Company203,Deal Progression Call,3/15/2023,
SE3,Company67,Deal Progression Call,3/15/2023,
SE3,Company38,Discovery,3/23/2023,Yes
SE3,Company67,Deal Progression Call,3/16/2023,
SE3,Company232,New Business Meeting,3/21/2023,No
SE3,Company232,New Business Meeting,3/21/2023,No
SE3,Company73,Discovery,3/21/2023,Yes
SE3,Company73,Discovery,3/21/2023,Yes
SE3,Company177,New Business Meeting,3/13/2023,No
SE3,Company67,Deal Progression Call,3/16/2023,
SE3,Company67,Deal Progression Call,3/9/2023,
SE3,Company46,Deal Progression Call,3/17/2023,
SE3,Company230,Deal Progression Call,3/17/2023,
SE3,Company73,Discovery,3/22/2023,
SE3,Company73,Discovery,3/22/2023,Yes
SE3,Company30,Deal Progression Call,3/17/2023,
SE3,Company262,Deal Progression Call,3/20/2023,
SE3,Company262,Deal Progression Call,3/20/2023,
SE3,Company33,Deal Progression Call,3/21/2023,
SE3,Company262,New Business Meeting,3/23/2023,
SE3,Company262,New Business Meeting,3/23/2023,
SE3,Company73,New Business Meeting,3/31/2023,Yes
SE3,Company73,New Business Meeting,3/31/2023,Yes
SE3,Company38,Discovery,4/19/2023,Yes
SE3,Company38,Discovery,4/19/2023,Yes
SE3,Company73,New Business Meeting,4/4/2023,Yes
SE3,Company73,New Business Meeting,4/4/2023,Yes
SE3,Company46,Discovery,3/27/2023,
SE3,Company46,Discovery,3/27/2023,
SE3,Company46,New Business Meeting,3/27/2023,
SE3,Company46,New Business Meeting,3/27/2023,
SE3,Company7,Other,3/20/2023,
SE3,Company33,Deal Progression Call,3/23/2023,
SE3,Company160,Deal Progression Call,3/23/2023,
SE3,Company153,Other,3/28/2023,
SE3,Company33,Deal Progression Call,3/24/2023,
SE3,Company153,Deal Progression Call,3/27/2023,
SE3,Company177,Deal Progression Call,3/28/2023,
SE3,Company73,Deal Progression Call,4/4/2023,Yes
SE3,Company226,Discovery,3/28/2023,
SE3,Company73,Deal Progression Call,4/4/2023,Yes
SE3,Company234,New Business Meeting,4/5/2023,No
SE3,Company234,New Business Meeting,4/5/2023,No
SE3,Company190,New Business Meeting,3/30/2023,No
SE3,Company190,New Business Meeting,3/30/2023,No
SE3,Company33,Deal Progression Call,3/29/2023,
SE3,Company46,Other,4/4/2023,
SE3,Company46,Other,4/5/2023,
SE3,Company234,New Business Meeting,4/18/2023,No
SE3,Company234,New Business Meeting,4/18/2023,No
SE3,Company33,Deal Progression Call,4/6/2023,
SE3,Company226,Discovery,4/18/2023,
SE3,Company226,Discovery,4/18/2023,
SE3,Company139,New Business Meeting,4/26/2023,Yes
SE3,Company115,Deal Progression Call,4/25/2023,
SE3,Company33,Other,4/25/2023,
SE3,Company230,Discovery,5/11/2023,Yes
SE3,Company62,Discovery,5/12/2023,Yes
SE3,Company262,Discovery,6/5/2023,Yes
SE3,Company234,New Business Meeting,5/11/2023,No
SE3,Company234,New Business Meeting,5/11/2023,No
SE3,Company217,Deal Progression Call,5/8/2023,No
SE3,Company217,Deal Progression Call,5/12/2023,No
SE3,Company217,Deal Progression Call,5/12/2023,No
SE3,Company73,New Business Meeting,5/12/2023,Yes
SE3,Company73,New Business Meeting,5/12/2023,Yes
SE3,Company73,Deal Progression Call,5/17/2023,No
SE3,Company73,Deal Progression Call,5/17/2023,No
SE3,Company262,Other,5/15/2023,
SE3,Company139,New Business Meeting,5/25/2023,No
SE3,Company55,New Business Meeting,5/22/2023,No
SE3,Company249,New Business Meeting,6/2/2023,Yes
SE3,Company223,New Business Meeting,6/2/2023,No
SE3,Company230,Discovery,6/12/2023,Yes
SE3,Company80,Discovery,6/9/2023,Yes
SE3,Company80,Discovery,6/9/2023,Yes
SE3,Company80,Discovery,6/9/2023,Yes
SE3,Company80,Discovery,6/9/2023,Yes
SE3,Company249,New Business Meeting,6/5/2023,
SE3,Company249,New Business Meeting,6/5/2023,
SE3,Company80,New Business Meeting,6/15/2023,Yes
SE3,Company262,Other,6/21/2023,Yes
SE3,Company46,New Business Meeting,6/27/2023,Yes
SE3,Company160,Deal Progression Call,6/15/2023,Yes
SE3,Company160,Deal Progression Call,6/15/2023,Yes
SE3,Company262,New Business Meeting,6/28/2023,Yes
SE3,Company21,Deal Progression Call,6/28/2023,
SE3,Company223,Deal Progression Call,6/21/2023,No
SE3,Company39,Partner Development Meeting,6/30/2023,Yes
SE3,Company223,Deal Progression Call,6/27/2023,No
SE7,Company269,Deal Progression Call,1/9/2023,No
SE7,Company269,Deal Progression Call,1/9/2023,No
SE7,Company59,Discovery,1/18/2023,Yes
SE7,Company155,Discovery,1/16/2023,Yes
SE7,Company197,New Business Meeting,1/10/2023,No
SE7,Company112,,1/30/2023,
SE7,Company112,,3/27/2023,
SE7,Company155,New Business Meeting,1/20/2023,Yes
SE7,Company197,New Business Meeting,1/10/2023,No
SE7,Company197,Deal Progression Call,1/9/2023,
SE7,Company197,Deal Progression Call,1/9/2023,
SE7,Company197,Deal Progression Call,1/11/2023,No
SE7,Company197,Deal Progression Call,1/11/2023,No
SE7,Company155,Discovery,1/16/2023,Yes
SE7,Company155,New Business Meeting,1/20/2023,Yes
SE7,Company197,Deal Progression Call,1/16/2023,
SE7,Company112,Other,1/16/2023,
SE7,Company54,New Business Meeting,1/13/2023,
SE7,Company146,Deal Progression Call,1/17/2023,
SE7,Company146,Deal Progression Call,1/17/2023,
SE7,Company158,New Business Meeting,1/19/2023,
SE7,Company158,New Business Meeting,1/19/2023,
SE7,Company158,New Business Meeting,1/19/2023,
SE7,Company158,New Business Meeting,1/19/2023,
SE7,Company155,New Business Meeting,1/20/2023,Yes
SE7,Company155,New Business Meeting,1/20/2023,
SE7,Company197,Deal Progression Call,1/23/2023,
SE7,Company54,New Business Meeting,1/24/2023,
SE7,Company197,Discovery,1/30/2023,No
SE7,Company197,Deal Progression Call,1/30/2023,
SE7,Company141,Deal Progression Call,2/1/2023,
SE7,Company141,Deal Progression Call,2/1/2023,
SE7,Company141,Deal Progression Call,2/1/2023,
SE7,Company155,Discovery,1/16/2023,Yes
SE7,Company208,Deal Progression Call,2/1/2023,
SE7,Company208,Deal Progression Call,2/1/2023,
SE7,Company193,New Business Meeting,1/31/2023,
SE7,Company197,Deal Progression Call,2/1/2023,
SE7,Company112,Deal Progression Call,2/1/2023,
SE7,Company197,Deal Progression Call,2/1/2023,
SE7,Company197,New Business Meeting,1/31/2023,No
SE7,Company19,Other,2/3/2023,
SE7,Company19,Other,2/3/2023,
SE7,Company208,Deal Progression Call,2/3/2023,
SE7,Company98,Discovery,2/3/2023,
SE7,Company158,Discovery,2/7/2023,
SE7,Company158,Discovery,2/7/2023,
SE7,Company147,Discovery,2/6/2023,No
SE7,Company158,Deal Progression Call,2/9/2023,Yes
SE7,Company50,New Business Meeting,3/1/2023,
SE7,Company50,New Business Meeting,3/1/2023,
SE7,Company50,Discovery,2/27/2023,Yes
SE7,Company50,Discovery,2/27/2023,Yes
SE7,Company185,Discovery,2/9/2023,
SE7,Company185,Discovery,2/9/2023,
SE7,Company217,New Business Meeting,2/15/2023,Yes
SE7,Company201,Discovery,2/9/2023,
SE7,Company201,Discovery,2/9/2023,
SE7,Company197,Deal Progression Call,2/9/2023,No
SE7,Company248,Discovery,2/22/2023,Yes
SE7,Company54,Deal Progression Call,2/8/2023,
SE7,Company54,Deal Progression Call,2/10/2023,
SE7,Company50,Discovery,2/27/2023,Yes
SE7,Company50,New Business Meeting,3/1/2023,
SE7,Company112,Deal Progression Call,3/10/2023,
SE7,Company112,Deal Progression Call,3/10/2023,
SE7,Company112,Deal Progression Call,3/10/2023,
SE7,Company108,Discovery,2/15/2023,Yes
SE7,Company227,New Business Meeting,2/20/2023,Yes
SE7,Company110,Discovery,2/13/2023,
SE7,Company112,Deal Progression Call,2/13/2023,
SE7,Company100,Deal Progression Call,2/13/2023,
SE7,Company100,Deal Progression Call,2/15/2023,
SE7,Company112,Other,2/16/2023,
SE7,Company75,Discovery,2/21/2023,Yes
SE7,Company1,Other,3/2/2023,Yes
SE7,Company108,New Business Meeting,2/22/2023,Yes
SE7,Company218,Discovery,3/3/2023,Yes
SE7,Company75,New Business Meeting,3/2/2023,
SE7,Company197,New Business Meeting,2/23/2023,No
SE7,Company50,New Business Meeting,3/1/2023,
SE7,Company50,Discovery,2/27/2023,Yes
SE7,Company50,New Business Meeting,3/1/2023,
SE7,Company212,Discovery,3/2/2023,
SE7,Company100,Deal Progression Call,2/20/2023,
SE7,Company100,Deal Progression Call,2/22/2023,
SE7,Company100,Deal Progression Call,2/23/2023,
SE7,Company260,New Business Meeting,2/24/2023,
SE7,Company197,New Business Meeting,2/28/2023,
SE7,Company197,Deal Progression Call,3/1/2023,
SE7,Company197,Deal Progression Call,3/1/2023,
SE7,Company166,Discovery,3/3/2023,Yes
SE7,Company212,Discovery,3/2/2023,
SE7,Company141,Other,3/2/2023,
SE7,Company172,New Business Meeting,3/27/2023,Yes
SE7,Company103,Deal Progression Call,3/6/2023,
SE7,Company94,Deal Progression Call,3/7/2023,No
SE7,Company94,Deal Progression Call,3/7/2023,No
SE7,Company94,Deal Progression Call,3/7/2023,No
SE7,Company112,Other,3/9/2023,
SE7,Company197,Deal Progression Call,3/6/2023,
SE7,Company239,Deal Progression Call,3/12/2023,
SE7,Company54,Deal Progression Call,3/9/2023,
SE7,Company141,Deal Progression Call,3/15/2023,
SE7,Company141,Deal Progression Call,3/15/2023,
SE7,Company59,New Business Meeting,3/16/2023,
SE7,Company203,New Business Meeting,3/28/2023,Yes
SE7,Company75,Discovery,3/17/2023,
SE7,Company75,Discovery,3/22/2023,
SE7,Company197,Discovery,3/13/2023,
SE7,Company239,Other,3/16/2023,
SE7,Company54,Deal Progression Call,3/17/2023,
SE7,Company112,Other,3/21/2023,
SE7,Company56,Deal Progression Call,3/22/2023,
SE7,Company56,Deal Progression Call,3/22/2023,
SE7,Company172,Discovery,3/22/2023,
SE7,Company172,Discovery,3/22/2023,
SE7,Company50,New Business Meeting,3/23/2023,
SE7,Company50,New Business Meeting,3/23/2023,
SE7,Company141,Deal Progression Call,3/23/2023,
SE7,Company75,New Business Meeting,3/23/2023,
SE7,Company75,New Business Meeting,3/23/2023,
SE7,Company17,New Business Meeting,4/18/2023,Yes
SE7,Company172,New Business Meeting,3/27/2023,
SE7,Company118,New Business Meeting,3/30/2023,Yes
SE7,Company141,Deal Progression Call,3/28/2023,Yes
SE7,Company178,Deal Progression Call,3/27/2023,Yes
SE7,Company178,Deal Progression Call,3/27/2023,Yes
SE7,Company178,Deal Progression Call,3/27/2023,Yes
SE7,Company178,Deal Progression Call,3/27/2023,Yes
SE7,Company56,Deal Progression Call,3/29/2023,
SE7,Company56,Deal Progression Call,3/29/2023,
SE7,Company230,Other,3/31/2023,Yes
SE7,Company75,Deal Progression Call,3/30/2023,
SE7,Company75,Deal Progression Call,3/30/2023,
SE7,Company178,Discovery,3/30/2023,Yes
SE7,Company141,Deal Progression Call,4/5/2023,Yes
SE7,Company141,Deal Progression Call,4/5/2023,Yes
SE7,Company141,Deal Progression Call,4/5/2023,Yes
SE7,Company178,Other,4/4/2023,Yes
SE7,Company191,Discovery,4/19/2023,Yes
SE7,Company172,Deal Progression Call,4/17/2023,
SE7,Company172,Deal Progression Call,4/17/2023,
SE7,Company172,Deal Progression Call,4/17/2023,
SE7,Company179,Deal Progression Call,4/27/2023,Yes
SE7,Company142,Deal Progression Call,4/17/2023,
SE7,Company164,Deal Progression Call,4/27/2023,
SE7,Company230,Discovery,4/19/2023,
SE7,Company230,Discovery,4/19/2023,
SE7,Company230,Discovery,4/19/2023,
SE7,Company121,Discovery,4/26/2023,Yes
SE7,Company121,Discovery,4/26/2023,Yes
SE7,Company203,Discovery,4/21/2023,Yes
SE7,Company49,New Business Meeting,4/19/2023,
SE7,Company124,New Business Meeting,4/24/2023,No
SE7,Company239,New Business Meeting,4/18/2023,
SE7,Company230,Discovery,4/25/2023,
SE7,Company203,New Business Meeting,4/27/2023,
SE7,Company203,Discovery,4/26/2023,
SE7,Company124,New Business Meeting,4/28/2023,No
SE7,Company59,Deal Progression Call,5/4/2023,
SE7,Company103,Deal Progression Call,5/5/2023,
SE7,Company204,Other,5/11/2023,Yes
SE7,Company164,Deal Progression Call,5/3/2023,
SE7,Company164,Deal Progression Call,5/3/2023,
SE7,Company240,,5/3/2023,
SE7,Company56,Deal Progression Call,5/3/2023,
SE7,Company56,Deal Progression Call,5/3/2023,
SE7,Company14,Discovery,5/15/2023,No
SE7,Company59,Discovery,5/8/2023,
SE7,Company141,Deal Progression Call,5/17/2023,
SE7,Company141,Deal Progression Call,5/17/2023,
SE7,Company229,New Business Meeting,5/25/2023,
SE7,Company229,New Business Meeting,5/25/2023,
SE7,Company229,Discovery,5/15/2023,No
SE7,Company229,Discovery,5/15/2023,No
SE7,Company191,Discovery,5/11/2023,
SE7,Company164,Deal Progression Call,5/8/2023,
SE7,Company164,Deal Progression Call,5/8/2023,
SE7,Company229,New Business Meeting,5/25/2023,
SE7,Company229,Discovery,5/15/2023,No
SE7,Company37,Deal Progression Call,5/15/2023,
SE7,Company37,Deal Progression Call,5/15/2023,
SE7,Company75,Deal Progression Call,5/22/2023,Yes
SE7,Company75,Deal Progression Call,5/22/2023,Yes
SE7,Company14,Discovery,5/15/2023,No
SE7,Company219,Discovery,5/15/2023,
SE7,Company102,New Business Meeting,5/30/2023,Yes
SE7,Company104,Other,5/25/2023,
SE7,Company1,Discovery,5/22/2023,
SE7,Company1,Discovery,5/22/2023,
SE7,Company1,Other,5/24/2023,
SE7,Company158,Other,5/26/2023,
SE7,Company100,Deal Progression Call,5/24/2023,No
SE7,Company100,Deal Progression Call,5/24/2023,No
SE7,Company158,Other,5/26/2023,
SE7,Company158,Other,5/26/2023,
SE7,Company100,Deal Progression Call,5/24/2023,No
SE7,Company197,Deal Progression Call,5/31/2023,No
SE7,Company254,Discovery,5/30/2023,
SE7,Company197,Deal Progression Call,5/24/2023,
SE7,Company224,Deal Progression Call,6/2/2023,
SE7,Company224,Deal Progression Call,6/2/2023,
SE7,Company230,Other,6/2/2023,
SE7,Company224,Deal Progression Call,5/24/2023,
SE9,Company6,New Business Meeting,5/9/2023,Yes
SE9,Company6,New Business Meeting,5/9/2023,Yes
SE9,Company6,New Business Meeting,5/9/2023,Yes
SE9,Company5,New Business Meeting,5/17/2023,Yes
SE9,Company192,New Business Meeting,5/12/2023,Yes
SE9,Company5,New Business Meeting,5/17/2023,Yes
SE9,Company5,New Business Meeting,5/17/2023,Yes
SE9,Company5,New Business Meeting,6/1/2023,
SE9,Company23,New Business Meeting,5/17/2023,
SE9,Company23,New Business Meeting,5/17/2023,
SE9,Company192,New Business Meeting,5/12/2023,Yes
SE9,Company192,New Business Meeting,5/12/2023,Yes
SE9,Company64,Discovery,5/10/2023,
SE9,Company64,New Business Meeting,5/17/2023,
SE9,Company113,Other,6/30/2023,Yes
SE9,Company41,New Business Meeting,6/16/2023,Yes
SE9,Company41,New Business Meeting,6/16/2023,Yes
SE9,Company149,Discovery,6/5/2023,Yes
SE9,Company95,New Business Meeting,6/27/2023,Yes
SE9,Company76,Discovery,6/21/2023,Yes
SE9,Company76,Discovery,6/21/2023,Yes
SE9,Company210,Discovery,6/9/2023,No
SE9,Company149,Discovery,6/5/2023,
SE9,Company149,Discovery,6/5/2023,
SE9,Company149,Discovery,6/5/2023,
SE9,Company34,Discovery,6/5/2023,Yes
SE9,Company210,Discovery,6/9/2023,
SE9,Company192,Deal Progression Call,6/7/2023,
SE9,Company192,Deal Progression Call,6/7/2023,
SE9,Company210,New Business Meeting,6/13/2023,
SE9,Company197,New Business Meeting,6/15/2023,Yes
SE9,Company150,Deal Progression Call,6/15/2023,Yes
SE9,Company149,New Business Meeting,6/20/2023,Yes
SE9,Company144,Discovery,6/26/2023,
SE9,Company144,Discovery,6/26/2023,
SE9,Company213,Deal Progression Call,6/22/2023,Yes
SE9,Company42,New Business Meeting,6/28/2023,Yes
SE9,Company148,New Business Meeting,6/30/2023,
SE9,Company192,Deal Progression Call,6/26/2023,
SE9,Company192,Deal Progression Call,6/26/2023,
SE9,Company113,Other,6/26/2023,
SE9,Company113,Other,6/26/2023,
